,Kürzel,Status Nr. ,Bemerkung,Labornummer,Jahr,Datum,Dauer,Mittl.Abfluss,Abflussumme,Temp.(BAFU),pH(BAFU),Leitf. 25°C(BAFU),Sauerstoff,Sauerstoffsätt.%,Mittl.Abfluss.1,Abflussumme.1,Temp.(BAFU).1,pH(BAFU).1,Leitf. 25°C(BAFU).1,Sauerstoff.1,Sauerstoffsätt.%.1,pH (EAWAG),Leitf.20°C (EAWAG),Gesamthärte,Alkalinität,Calcium,Magnesium,Nitrit,Nitrat,Ammonium,Kjeldahl-Stickstoff,Gesamt-Stickstoff (filtriert),Gesamt-Stickstoff,DRP,Gesamt-Phosphor,Gesamt-Phosphor (filtriert),Chlorid,Kieselsäure,Sulfat,Natrium,Kalium,Eisen,Chem.Sauerstoffbedarf,TOC,DOC,Schwebstoffe,Chrom,Zink,Kupfer,Cadmium,Blei,Nickel,Quecksilber,NP,NP1EO,NP2EO,NP3EO,Calcium (IC),Status Nr.,year,month,day
2604,RH,,,17264.0,1975,1975-08-11 08:50:00,168.16666666668607,,,,,,,,1280.175187314172,775.0180584000891,20.99902775024775,,,,,7.9,250,1.44,2.16,46.4,6.804,0.01,0.4,0.01,0.3,,0.71,0.02,0.05,,6.4,1,21,4.6,1.3,0.11,14,4.4,2.4,7.9,1,5,3,0.1,4,,,,,,,,7,1975,8,11
2605,RH,,,17304.0,1975,1975-08-18 12:45:00,171,1466,907.1,19.7,7.9,276.146,10.1,114.0,1465.0435755813917,901.8808251279048,19.825727713178285,,,,,8.1,250,1.44,2.2,44,8.262,0.02,0.4,0.02,0.45,,0.87,0.04,0.05,,6.4,2,20,4.7,1.4,0.24,11,4.2,2.2,8,1,10,2,0.1,3,,,,,,,,1,1975,8,18
2606,RH,,Pumpe defekt,17390.0,1975,1975-08-25 09:15:00,164,1761,1042.7,18.9,8.0,280.61800000000005,10.2,114.0,1760.523652482268,1039.4131644255312,18.740056737588635,,,,,8.1,250,1.44,2.28,50.4,4.374,0.08,0.8,0.09,0.3,,1.18,0.04,0.1,,6.6,3,27,4.6,1.4,0.22,11,3.4,2.3,17,1,10,1,0.1,3,,,,,,,,2,1975,8,25
2607,RH,,"keine Probe, da Pumpe defekt",17471.0,1975,1975-09-01 09:00:00,167.7499999999709,,,,,,,,2035.7288588469196,1229.3766578574414,16.76423856858847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7",1975,9,1
2608,RH,,verstopft,17493.0,1975,1975-09-08 08:50:00,167.83333333331393,,,,,,,,1629.8190764647447,984.7366859998849,17.834442899702083,,,,,8.1,280,1.46,2.2,48,6.318,0.02,0.5,0.07,0.5,,1.02,0.02,0.1,,6.6,4,19,4.5,1.2,0.15,10,3.4,2.1,16,2,10,2,0.1,2,,,,,,,,"2,7",1975,9,8
2609,RH,,,17591.0,1975,1975-09-15 11:30:00,170,1416,870.1,17.2,8.1,299.624,10.5,113.0,1414.9474326171912,865.947828761721,17.38417285156249,,,,,8,280,1.58,2.44,52.8,6.318,0.03,0.7,0.01,0.2,,0.93,0.04,0.1,,7.6,3,26,5.1,1.4,0.22,10,3.2,2.1,22,1,10,1,0.1,4,,,,,,,,1,1975,9,15
2610,RH,,verstopft,17616.0,1975,1975-09-22 11:30:00,167,1332,803.5,16.9,8.1,309.68600000000004,10.6,113.0,1332.4593680555547,801.0745720749995,16.927584325396833,,,,,8.3,280,1.48,2.48,49.6,5.832,0.02,0.5,0.04,0.2,,0.72,0.03,0.15,,9,4,24,5.7,1.4,0.09,11,4.6,2.3,2.8,2,10,1,0.1,4,,,,,,,,2,1975,9,22
2611,RH,,,17662.0,1975,1975-09-29 10:15:00,167,1160,698.4,17,8.1,316.394,10.5,113.0,1159.543588411587,697.1176053530461,17.259740259740223,,,,,8.2,300,1.56,2.56,52,6.318,0.03,0.7,0.01,0.2,,0.93,0.03,0.05,,11,4,24,7,1.4,0.07,11,2.4,2,3.3,1,10,2,0.2,4,,,,,,,,1,1975,9,29
2612,RH,,,17748.0,1975,1975-10-06 12:10:00,169,1065,651.4,16.7,8.0,326.456,10.7,114.0,1064.5957752698725,647.7000696741904,17.12234445534845,,,,,7.9,280,1.68,2.56,56.8,6.318,0.03,0.8,0.03,0.3,,1.13,0.04,0.1,,12,4,22,7.3,1.5,0.07,8,2.8,2.2,1.3,0.5,10,1,0.5,2,,,,,,,,1,1975,10,6
2613,RH,,,17778.0,1975,1975-10-13 09:45:00,165,884,527,14.7,7.9,339.872,10.8,111.0,882.7265553319918,524.3395738672032,15.391133802816901,,,,,7.9,290,1.64,2.56,55.2,6.318,0.02,0.9,0.02,0.3,,1.22,0.06,0.2,,12,4,28,7.6,1.5,0.0125,7,2.8,2.1,3.6,0.5,5,1,0.1,2,,,,,,,,1,1975,10,13
2614,RH,,,17794.0,1975,1975-10-20 09:15:00,167,876,528,12.6,7.9,351.052,11,107.0,875.289038805969,526.2237701301486,12.946252736318401,,,,,7.9,280,1.7,2.68,56,7.29,0.02,1.1,0.13,0.3,,1.42,0.09,0.2,,12,5,27,7.5,1.5,0.09,5,2.4,2,5.9,0.5,10,1,0.1,2,,,,,,,,1,1975,10,20
2615,RH,,,17900.0,1975,1975-10-27 09:00:00,167,867,523.5,11.7,7.9,372.29400000000004,11.3,108.0,866.5553916500995,520.9731014600399,12.022733598409538,,,,,7.9,310,1.88,2.88,63.2,7.29,0.02,1.2,0.01,0.25,,1.47,0.09,0.2,,12,5,28,7.8,1.6,0.04,5,2.8,2.3,3.4,0.5,5,1,0.1,2,,,,,,,,1,1975,10,27
2616,RH,,,17950.0,1975,1975-11-03 11:20:00,170,703,430.9,11.1,7.9,377.884,11.3,107.0,702.7816017612523,430.1023402778864,11.322236790606668,,,,,8,330,1.76,2.8,58.4,7.29,0.02,1,0.03,0.3,,1.32,0.11,0.15,,14,5,30,8.9,1.5,0.12,8,2.4,2,2.8,1,50,1,0.1,2,,,,,,,,1,1975,11,3
2617,RH,,,17991.0,1975,1975-11-10 12:15:00,168,591,359.4,11,7.8,367.82200000000006,11.2,105.0,590.4203836291906,357.08624801893444,11.412398422090723,,,,,8,340,1.8,2.84,59.6,7.533,0.03,1.2,0.04,0.3,,1.53,0.12,0.2,,16,6,27,9.7,1.7,0.05,6,3.2,2.3,2.3,0.5,10,1,0.1,1,,,,,,,,1,1975,11,10
2618,RH,,,18045.0,1975,1975-11-17 11:30:00,167,642,386.3,10.1,7.7,347.69800000000004,11.2,103.0,640.8952851445665,385.30624542891337,10.323540378863404,,,,,8,340,1.82,2.96,60.8,7.29,0.01,1.3,0.03,0.2,,1.51,0.15,0.2,,15,6,27,9.2,1.7,0.03,7,3,2.3,3.3,1,20,1,0.2,1,,,,,,,,1,1975,11,17
2619,RH,,zu wenig Probe,18069.0,1975,1975-11-24 09:30:00,166,1178,704.1,8.3,7.9,330.92800000000005,12.3,108.0,1177.5019477911642,703.6751639999998,8.311048192771086,,,,,,,,,,,0.02,1.4,0.08,0.4,,1.82,0.13,0.2,,14,7,28,8.8,1.9,0.05,12,4.2,2.5,9.4,1,20,1,0.1,2,,,,,,,,8,1975,11,24
2620,RH,,,18097.0,1975,1975-12-01 09:30:00,168,907,548.4,7.5,7.8,342.108,12,104.0,905.7614414682538,547.8045197999999,7.249165674603172,,,,,8.1,350,1.86,3.04,61.6,7.776,0.02,1.4,0.08,0.45,,1.87,0.11,0.2,,14,7,35,8,1.6,0.07,8,3,2.8,4.4,0.5,10,2,0.1,1,,,,,,,,1,1975,12,1
2621,RH,,,18144.0,1975,1975-12-08 09:15:00,167,913,551.2,7.4,7.8,349.934,12.4,106.0,911.8662552135047,548.2139926343591,7.307276067527295,,,,,8.1,340,1.84,3.04,61.6,7.29,0.02,1.5,0.08,0.3,,1.82,0.11,0.15,,13,7,27,8.1,1.8,0.09,9,3,2.4,3.7,0.5,5,1,0.1,1,,,,,,,,1,1975,12,8
2622,RH,,,18177.0,1975,1975-12-15 10:15:00,169,719,437.6,6.8,7.8,346.58,12.1,102.0,718.2440355029598,436.9796712000008,6.528026627218935,,,,,8.1,350,1.88,3.04,63.2,7.29,0.02,1.2,0.1,0.2,,1.42,0.11,0.15,,15,7,29,8.8,1.6,0.05,5,3.2,2.4,2.9,0.5,10,1,0.1,2,,,,,,,,1,1975,12,15
2623,RH,,,18320.0,1975,1975-12-22 09:30:00,167,607,365.7,5.4,7.8,365.586,12.2,100.0,607.0435403788643,364.95457647577325,5.346116650049851,,,,,8.1,380,1.9,3.04,62.4,8.262,0.02,1.5,0.07,0.25,,1.77,0.14,0.2,,18,8,33,12.4,1.7,0.04,7,2.6,2.2,3.2,1,10,0.5,0.1,2,,,,,,,,1,1975,12,22
2624,RH,,,18335.0,1975,1975-12-29 09:00:00,167,544,328.1,5.1,7.9,364.468,12.5,101.0,544.4123990049754,327.3007342817913,4.7720606965174195,,,,,8,370,1.96,3.08,64,8.748,0.01,1.6,0.1,0.25,,1.86,0.16,0.2,,18,7,33,11.1,1.8,0.0125,6,3.4,1.7,0.5,0.5,10,0.5,0.1,2,,,,,,,,1,1975,12,29
2625,RH,,,18346.0,1976,1976-01-05 12:30:00,172,517,319.2,5.5,7.9,420,12.1,99.14,517.1365315840616,320.210940356851,5.2754470359572405,7.904921538461528,419.1488181818178,12.102058551617873,98.59492434805381,8.2,380,1.98,3.08,64.8,8.748,0.01,1.7,0.07,0.3,,2.01,0.16,0.2,,18,7,31,10.9,1.8,0.04,8,2.6,1.9,6.2,,10,1,0.1,2,,,,,,,,1,1976,1,5
2626,RH,,,18402.0,1976,1976-01-12 10:15:00,166,505.2,301.8,5.65,7.91,436.1,11.99,98.61,505.7719577889449,302.2493219746735,5.669739698492463,7.917032160804033,435.3403015075377,11.988377889447232,98.66310943813818,8.1,380,1.94,3,61.6,9.72,0.01,1.4,0.08,0.3,,1.71,0.2,0.25,,19,7,32,12.3,2,0.06,9,4,2.4,2.4,,10,1,0.1,2,,,,,,,,1,1976,1,12
2627,RH,,,18417.0,1976,1976-01-19 10:00:00,168,595.3,358.3,5.89,7.87,422.5,11.92,98.64,593.6749324055663,359.0545991188866,5.922998011928426,7.869844930417503,421.75289264413544,11.909018886679913,98.64666212854578,8.2,370,1.88,2.96,60,9.234,0.02,1.6,0.15,0.35,,1.97,0.17,0.25,,19,7,31,12,2,0.07,7,3,2.3,4.4,,10,1,0.1,2,,,,,,,,1,1976,1,19
2628,RH,,,18435.0,1976,1976-01-26 09:30:00,168,660.9,398.1,5.2,7.89,418.5,11.92,96.91,660.4957791044807,399.4678472023899,5.279907462686566,7.903034825870659,417.7303741293532,11.90679502487564,97.01526903576205,8.3,330,1.9,3,60.8,9.234,0.01,1.4,0.07,0.3,,1.71,0.17,0.25,,18,7,30,12.4,1.8,0.07,6,3.3,2.4,3.9,,5,1,0.1,1,,,,,,,,1,1976,1,26
2629,RH,,,18463.0,1976,1976-02-02 09:50:00,168,596.6,361.2,3.73,7.88,422.4,12.02,94.05,596.2307514851476,360.6003584982173,3.771010891089108,7.892068316831685,421.629073267327,12.010681188118818,94.09108895280293,8.3,370,1.9,3.04,62.4,8.262,0.01,1.4,0.08,0.25,,1.66,0.14,0.2,,19,7,30,12.2,1.8,0.04,7,3.6,2.1,2.9,,10,1,0.1,1,,,,,,,,1,1976,2,2
2630,RH,,,18518.0,1976,1976-02-09 12:30:00,171,540.5,332.1,3.97,7.75,430.1,11.66,91.81,540.2454531250011,332.57510094375067,3.924469726562497,7.7605361328125,429.3356894531246,11.666894531249989,91.76730510875011,8.3,390,1.9,3.04,62.4,8.262,0.008,1.5,0.1,0.35,,1.858,0.18,0.2,,24,7,32,13.3,1.9,0.03,12,3.1,2.2,1.9,,10,1,0.1,2,,,,,,,,1,1976,2,9
2631,RH,,,18562.0,1976,1976-02-16 10:00:00,165,639.1,380.5,4.84,,,,,638.6079365558911,379.3331143141993,4.7656283987915495,7.799192446043157,416.52772710951535,11.3894631956912,91.57418756337577,8.3,420,1.98,3.28,64.8,8.748,0.02,1.7,0.1,0.4,,2.12,0.16,0.25,,24,8,31,13.7,2,0.13,11,4.5,2.8,9.1,,10,5,0.2,2,,,,,,,,1,1976,2,16
2632,RH,,Pumpenstörung,18632.0,1976,1976-02-23 10:45:00,169,594,360.3,4.86,7.77,421.7,11.45,92.27,592.6540365251731,360.5707158219153,4.8655380059229945,7.781811839323472,420.99531712473623,11.446832101372761,92.27423683868845,8.4,420,2.06,3.32,64.8,10.692,0.02,1.9,0.05,0.45,,2.37,0.13,0.15,,22,8,31,11.8,1.9,0.0125,11,3.1,2.2,3.8,,10,1,0.2,3,,,,,,,,2,1976,2,23
2633,RH,,Pumpenausfall,18707.0,1976,1976-03-01 09:15:00,167,595.1,356.2,5.84,,,,,593.9789099099105,357.1001206378382,5.868758758758758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1976,3,1
2634,RH,,,18795.0,1976,1976-03-08 09:45:00,169,601.2,364.2,5.8,8.07,413.9,12.69,104.8,600.1728882294747,365.1451851988124,5.895368941641937,8.0637002967359,413.11863204747766,12.681827893175075,104.97406285581175,8.3,330,1.98,3.04,65.6,8.262,0.02,1.4,0.09,0.25,,1.67,0.15,0.2,0.15,15,6,29,9.8,1.7,0.05,15,4.6,3.2,5.7,,5,4,0.2,3,,,,,,,,1,1976,3,8
2635,RH,,,18883.0,1976,1976-03-15 10:30:00,169,531.4,322.4,4.96,8.09,418.8,12.69,102.5,530.6729120553363,322.86139969446657,5.003610671936756,8.083589920948617,418.0264555335968,12.693943675889324,102.69380743176407,8.3,360,1.96,3.16,64.8,8.262,0.02,1.3,0.07,0.2,,1.52,0.13,0.2,0.15,20,5,31,12.4,1.8,0.03,8,3.5,2.4,3.5,,10,2,0.2,4,,,,,,,,1,1976,3,15
2636,RH,,,18973.0,1976,1976-03-22 09:30:00,167,499.3,299.9,6.85,8.08,435.2,12.25,103.9,498.953631736527,299.9709234,6.932448103792415,8.064460079840316,434.38489520958086,12.251726546906195,104.11300257041326,8.3,370,2.02,3.12,67.2,8.262,0.02,1.2,0.04,0.35,,1.57,0.12,0.2,0.15,22,4,35,13.9,1.9,0.03,12,3.9,2.6,3.1,,10,1,0.1,3,,,,,,,,1,1976,3,22
2637,RH,,,19022.0,1976,1976-03-29 09:30:00,168,487.6,294.6,6.87,8.09,422.8,12.05,102.2,487.0626686507931,294.5755019999997,6.948888888888896,8.077323412698421,422.03044444444447,12.050865079365083,102.44842106068435,8.3,390,2.08,3.08,68,9.234,0.02,1.3,0.04,0.35,,1.67,0.12,0.25,0.2,20,5,34,12.4,1.8,0.06,10,3.2,2.8,3.7,,20,2,0.2,2,,,,,,,,1,1976,3,29
2638,RH,,,19078.0,1976,1976-04-05 09:15:00,168,520.2,313.7,9.57,8.12,420.1,11.9,107.9,519.393999006952,314.12949059940456,9.537441906653415,8.11913008937438,419.3542234359484,11.896971201588865,107.78812750332158,8.3,350,2,3.12,65.6,8.748,0.0025,1.1,0.03,0.4,,1.504,0.11,0.2,0.15,21,4,24,13.4,1.8,0.03,15,4.5,2.9,5,,10,5,0.6,3,,,,,,,,1,1976,4,5
2639,RH,,,19202.0,1976,1976-04-12 09:00:00,168,669.1,403.7,9.61,8.12,384.9,11.24,102.0,668.9000099403568,404.55072601192785,9.612597415506965,8.110968190854882,384.2314174950297,11.237232604373743,101.99493256935743,8,330,1.86,3.04,62.4,7.29,0.02,1,0.17,0.4,,1.42,0.1,0.2,0.15,17,3,29,11.5,1.6,0.09,13,3.4,2.3,33,,10,2,0.3,0.5,,,,,,,,1,1976,4,12
2640,RH,,,19252.0,1976,1976-04-19 09:00:00,168,600.5,362.6,9.77,8.17,390.1,11.14,101.5,599.4343611111116,362.5379016000003,10.12604166666667,8.158621031746035,389.4618859126983,11.135221230158711,102.31780791847194,8.2,340,1.9,2.96,63.2,7.776,0.02,1,0.07,0.4,,1.42,0.1,0.15,0.15,17,4,33,11,1.6,0.0125,8,3.5,2.3,3.4,,10,2,0.3,2,,,,,,,,1,1976,4,19
2641,RH,,,19306.0,1976,1976-04-26 09:30:00,168,613.2,371.6,11.2,8.17,390.9,10.47,98.66,612.6299802176054,370.51861203560776,12.110370919881314,8.164302670623142,390.21918694362046,10.463112759643924,100.70774534665298,8.5,340,1.88,3.04,62.4,7.776,0.02,0.9,0.09,0.3,,1.22,0.09,0.2,0.1,18,3,34,10.8,1.7,0.03,2,4.3,2.4,3.2,,10,2,0.3,1,,,,,,,,1,1976,4,26
2642,RH,,,19379.0,1976,1976-05-03 10:00:00,168,677.9,410.8,9.39,8.01,386.2,10.45,94.33,677.5945736894165,409.8091981673591,9.399741839762605,8.012064292779428,385.4636201780421,10.447019782393673,94.33796625153865,8.3,340,1.86,2.88,63.2,6.804,0.02,1,0.05,0.3,,1.32,0.08,0.25,0.1,17,4,29,11,1.8,0.06,10,3.3,2.2,10,,5,2,0.1,1,,,,,,,,1,1976,5,3
2643,RH,,,19441.0,1976,1976-05-10 08:30:00,167,659.2,395.5,12.89,8.1,394.6,10.17,99.63,659.6579079079075,396.586334234234,12.833422422422425,8.100141141141135,393.86590890890875,10.165502502502509,99.46911464593197,8.3,350,1.8,2.88,64,5.86,0.02,0.8,0.05,0.4,,1.22,0.06,0.15,0.15,19,3,35,11.5,1.7,0.15,12,4.1,2.5,20,,5,2,0.2,1,,,,,,,,1,1976,5,10
2644,RH,,,19513.0,1976,1976-05-17 09:00:00,169,859.5,520.9,14.21,8.02,345.8,9.55,96.35,858.6764668644909,522.4187624403562,14.286779426310579,8.036849653808131,345.1395143422349,9.555103857566781,96.57845037692273,8.3,300,1.6,2.64,53.6,6.318,0.02,0.7,0.06,0.4,,1.12,0.07,0.1,0.1,12,3,27,7.8,1.5,0.07,9,4.1,2.4,7.4,,10,1,0.1,2,,,,,,,,1,1976,5,17
2645,RH,,,19606.0,1976,1976-05-24 09:15:00,168,877.1,530.3,14.85,7.99,357.6,9.23,94.44,875.8316881188132,529.7030049742582,14.914778217821777,7.9984188118811925,356.98713663366374,9.23061485148514,94.58824227668376,8.3,300,1.6,2.6,54.4,5.832,0.02,0.7,0.07,0.35,,1.07,0.07,0.15,0.1,15,3,31,10,1.6,0.1,11,4.3,2.4,8.7,,5,2,0.1,2,,,,,,,,1,1976,5,24
2646,RH,,,19679.0,1976,1976-05-31 09:45:00,169,817.9,495.8,14.58,8.06,356.9,9.17,93.27,817.4674846686453,497.3472176724039,14.635299703264081,8.057118694362016,356.27210187932735,9.178740850642923,93.48582654224656,8.4,300,1.62,2.64,52.8,7.29,0.02,0.6,0.05,0.35,,0.97,0.07,0.1,0.1,15,3,27,9.9,1.5,0.03,9,3.1,2.4,7.3,,10,2,0.1,2,,,,,,,,1,1976,5,31
2647,RH,,vestopft,19758.0,1976,1976-06-07 09:00:00,167,1210,728.3,14.05,7.99,340,9.31,93.6,1209.7244207377867,727.2863217475573,14.05009571286142,7.988536390827532,339.37677367896333,9.305935194416753,93.5703938295631,8.5,290,1.62,2.64,51.2,8.262,0.02,0.9,0.08,0.25,,1.17,0.07,0.15,0.1,6.6,4,30,5.2,1.6,0.29,12,3.3,2.6,60,,10,2,0.2,2,,,,,,,,2,1976,6,7
2648,RH,,,19792.0,1976,1976-06-14 09:30:00,168,1049,636.1,16.44,7.96,329.5,8.71,92.2,1048.20971414441,633.9572351145392,16.37672601384768,7.96785657764588,328.9371701285858,8.708392680514349,92.07316427006039,8.3,290,1.6,2.52,52.8,6.804,0.02,0.6,0.04,0.3,,0.92,0.06,0.1,0.1,12,4,27,7.5,1.5,0.1,10,3.5,2.7,18,,10,1,0.1,2,,,,,,,,1,1976,6,14
2649,RH,,,19813.0,1976,1976-06-21 08:45:00,167,923.4,554.9,18.56,7.96,355.8,8.63,95.43,921.8118944223106,554.1933109266931,18.543101593625508,7.958906374502005,355.38547808764923,8.626850597609575,95.37828630649618,8.2,300,1.56,2.48,52.4,6.075,0.01,0.6,0.05,0.3,,0.91,0.05,0.1,0.05,16,3,31,10.6,1.5,0.12,6,3.2,2.2,8,,10,3,0.2,1,,,,,,,,1,1976,6,21
2650,RH,,,19861.0,1976,1976-06-28 09:00:00,168,798.4,483.7,20.76,8.07,356.1,8.66,100.0,798.2331873141715,482.77143168761086,20.841655104063445,8.067649157581755,355.27709117938616,8.667075322101093,100.26222359500346,8.1,310,1.56,2.4,52.8,5.832,0.02,0.4,0.01,0.4,,0.82,0.05,0.1,0.05,17,3,29,11,1.5,0.07,11,3.4,2.4,11,,5,2,0.1,1,,,,,,,,1,1976,6,28
2651,RH,,,19885.0,1976,1976-07-05 09:30:00,168,685.6,415.7,22.37,8.09,362.7,8.54,101.7,685.3564945598417,414.50360790979227,22.395159248269042,8.098503461918888,362.07529871414494,8.54417210682491,101.7953489228616,8.3,320,1.56,2.32,51.2,6.804,0.01,0.4,0.01,0.4,,0.81,0.05,0.15,0.1,21,3,30,14.7,1.6,0.03,18,3.7,2.9,7.5,,5,2,0.1,2,,,,,,,,1,1976,7,5
2652,RH,,,19919.0,1976,1976-07-12 09:15:00,168,655.4,396.1,22.89,7.86,332.6,8.12,97.62,655.6939245283014,396.5636855547167,22.9432125124131,7.857652432969214,331.96326911618615,8.119635551142007,97.72785163690622,8.3,290,1.52,2.24,50.4,6.318,0.01,0.3,0.07,0.35,,0.66,0.05,0.15,0.05,14,4,30,8.5,1.4,0.0125,14,3.6,2.7,5.4,,10,2,0.1,1,,,,,,,,1,1976,7,12
2653,RH,,,19944.0,1976,1976-07-19 09:00:00,168,680.5,411,23.13,7.84,316.1,8.36,101.0,680.2064264413516,411.3888467117294,23.1479453280318,7.832595427435397,315.5275506958251,8.35357157057654,100.92417419793908,8.2,280,1.5,2.12,48.8,6.804,0.01,0.3,0.01,0.3,,0.61,0.05,0.15,0.05,12,3,33,7.1,1.5,0.0125,13,4.2,2.6,6,,5,2,0.1,1,,,,,,,,1,1976,7,19
2654,RH,,,20018.0,1976,1976-07-26 08:45:00,168,980.7,591,20.89,7.79,304.3,8.74,101.2,979.2544756703068,592.2531068854015,20.974190665342565,7.78950844091361,303.7002373386296,8.728124131082433,101.2260440252353,8.2,260,1.34,2.04,44,5.832,0.008,0.4,0.06,0.6,,1.008,0.04,0.1,0.05,8.8,3,25,5.7,1.5,0.03,10,6.1,2.5,15,,10,1,0.1,2,,,,,,,,1,1976,7,26
2655,RH,,,20069.0,1976,1976-08-02 09:15:00,168,1415,857.2,18.26,7.97,313.3,9.8,107.7,1414.6304925816057,855.5685219133552,18.35150741839763,7.975408506429275,312.70927596439174,9.8070356083086,108.00744358329773,8.2,260,1.42,2.24,45.6,6.804,0.0025,0.7,0.02,0.2,,0.9039999999999999,0.03,0.1,0.05,8,3,23,4.9,1.3,0.19,12,4.1,2.5,29,,5,3,0.1,2,,,,,,,,1,1976,8,2
2656,RH,,,20122.0,1976,1976-08-09 11:00:00,170,967.8,590.2,19.2,8.03,340.6,9.07,101.6,965.9715216110021,591.1745712259333,19.255958742632643,8.040771119842836,340.06734675834946,9.07673575638507,101.79462756526156,8.1,280,1.5,2.32,48,7.29,0.005,0.4,0.07,0.35,,0.755,0.03,0.1,0.05,14,3,32,8.8,1.4,0.14,13,3.6,2.4,12,,20,3,0.1,2,,,,,,,,1,1976,8,9
2657,RH,,,20164.0,1976,1976-08-16 09:15:00,166,819.4,489.8,19.43,7.92,357.7,9.19,103.4,818.6584729458913,489.2303034324646,19.529100200400798,7.923464929859726,357.10796793587156,9.18766733466934,103.5980206700936,8.3,290,1.46,2.2,45.6,7.776,0.0025,0.5,0.03,0.3,,0.804,0.03,0.05,0.05,19,2,28,12.2,1.4,0.03,8,3.2,2,4.9,,5,2,0.1,2,,,,,,,,1,1976,8,16
2658,RH,,,20188.0,1976,1976-08-23 11:30:00,170,754,461.4,19.27,7.87,338.8,9.27,104.0,753.3135132223312,461.0278700920666,19.30407737512243,7.862274240940257,338.15747502448573,9.266384916748308,104.02090450891127,8.4,290,1.54,2.24,49.6,7.29,0.007,0.5,0.03,0.25,,0.757,0.04,0.1,0.025,15,2,28,9.7,1.5,0.06,15,3.4,2.2,5.5,,20,2,0.2,1,,,,,,,,1,1976,8,23
2659,RH,,,20247.0,1976,1976-08-30 07:15:00,164,647,381.4,19.04,7.83,349.9,9.25,103.3,646.8527700915597,381.90187546205686,19.108192268565585,7.832125127161749,349.26293896236035,9.24581281790437,103.3862822096041,8.2,280,1.58,2.24,51.2,7.29,0.008,0.5,0.01,0.25,,0.758,0.04,0.1,0.1,19,2,32,12.7,1.6,0.07,8,3.3,2.1,12,,10,2,0.1,1,,,,,,,,1,1976,8,30
2660,RH,,,20319.0,1976,1976-09-06 08:45:00,170,685.9,418.8,17.87,7.78,343.1,8.55,93.23,685.8000009832837,419.70960060176964,17.890121927236976,7.770043264503435,342.50210619469067,8.552273352999022,93.30854814897577,8.3,280,1.6,2.44,52,7.29,0.01,0.7,0.05,0.25,,0.96,0.06,0.1,0.1,15,3,27,9.8,1.6,0.07,8,3.5,2.3,4.9,,5,1,0.1,0.5,,,,,,,,1,1976,9,6
2661,RH,,,20362.0,1976,1976-09-13 09:00:00,168,696.5,421.6,16.82,7.84,348.2,8.76,93.47,695.8840505450942,420.870673769673,16.866487611496538,7.841695738354799,347.5239593657084,8.76550049554014,93.6340960643834,8.4,300,1.54,2.36,48.8,7.776,0.01,0.7,0.01,0.3,,1.01,0.06,0.1,0.1,16,3,29,10.2,1.7,0.0125,13,3.2,2,8.2,,5,1,0.1,0.5,,,,,,,,1,1976,9,13
2662,RH,,,20396.0,1976,1976-09-20 09:30:00,168,921.4,558.2,15.72,7.81,333.2,8.82,91.95,920.4878288822944,556.7110389080116,15.735648862512324,7.8191315529178995,332.6457477744803,8.818237388724025,91.97460162671376,8.4,280,1.5,2.44,48,7.29,0.01,0.8,0.02,0.2,,1.01,0.07,0.1,0.1,12,3,29,8.1,1.5,0.07,14,3.1,2.1,12,,5,2,0.1,2,,,,,,,,1,1976,9,20
2663,RH,,,20445.0,1976,1976-09-27 09:15:00,168,795.8,480.5,15.89,7.73,328.3,8.5,88.94,795.3224419066531,481.0110128651438,15.902558093346574,7.749737835153915,327.735582919563,8.501964250248268,88.99206796291008,8.4,300,1.52,2.4,48,7.776,0.01,0.7,0.01,0.3,,1.01,0.06,0.1,0.05,12,2,29,8.6,1.5,0.04,8,3,1.7,4.7,,20,2,0.1,0.5,,,,,,,,1,1976,9,27
2664,RH,,,20476.0,1976,1976-10-04 08:45:00,168,740.1,446.2,16.63,7.71,350.8,8.9,94.59,739.4556965174136,447.22280525373174,16.639027860696515,7.7150427860696595,350.12332139303516,8.899708457711446,94.61636645408622,8.4,290,1.54,2.44,48.8,7.776,0.01,0.8,0.03,0.25,,1.06,0.07,0.1,0.1,14,3,26,9.5,1.6,0.0125,9,2.3,2.2,5.8,,30,2,0.1,0.5,,,,,,,,1,1976,10,4
2665,RH,,,20525.0,1976,1976-10-11 09:30:00,169,825.5,501.2,15.72,7.77,347.5,9.23,96.23,825.3361788537551,502.13453121462464,15.754701581027657,7.778681818181821,346.86245454545474,9.232663043478261,96.33627410633026,8.3,300,1.56,2.44,49.6,7.776,0.02,0.8,0.01,0.25,,1.07,0.09,0.2,0.1,14,4,27,9.8,1.7,0.08,8,3,1.8,8.8,,10,3,0.1,1,,,,,,,,1,1976,10,11
2666,RH,,,20562.0,1976,1976-10-18 08:45:00,167,790.2,475.5,14.95,7.82,344.4,9.27,95.05,789.7631593625504,474.80561140876523,14.9987081673307,7.8346254980079735,343.74702988047824,9.273869521912353,95.20474175668927,8.3,300,1.54,2.44,48.8,7.776,0.02,0.7,0.01,0.15,,0.87,0.07,0.15,0.1,12,4,32,9.3,1.7,0.07,8,2.5,2,7.2,,5,3,0.1,2,,,,,,,,1,1976,10,18
